references,GROUP_HawOL,Sample_HawOL,GeographicSetting_HawOL,Locality_HawOL,NumberPoint_HawOL,Fo_HawOL,Mnppm_HawOL,Nippm_HawOL,GROUP_MORBOL,Sample_MORBOL,GeographicSetting_MORBOL,Locality_MORBOL,NumberPoint_MORBOL,Fo_MORBOL,Mnppm_MORBOL,Nippm_MORBOL,volcano_island,Year_Haw,CITATION_Haw,SAMPLE NAME_Haw,LOCATION_Haw,FeOt_100_Haw,MgO_100_Haw,MnO_100_Haw,Ni_Haw,FeOMnO_100_Haw,GeoName_MORB,VG no#_MORB,Ocean_MORB,FeOt_MORB,MgO_MORB,MnO_MORB,Ni_MORB,FeOMnO_MORB
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-50 ,89.1,1115,3088,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 12,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.40778105,9.530440654,0.172175867,164,60.44854736,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-49 ,89.08,1115,3127,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 13,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.09978818,7.893717003,0.181696811,105,61.08961472,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-23 ,89.08,1107,2994,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 14,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.04545806,8.001362546,0.171746418,102,64.31259638,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-66 ,89,1115,2994,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 15,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.16172517,9.585846823,0.171716961,210,65.00071458,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-68 ,88.98,1115,3002,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 16,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.35602287,7.567911071,0.172459099,103,65.84762959,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-61 ,88.82,1146,3080,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 17,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.96008358,7.590983906,0.171833191,104,63.78327444,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-11 ,88.81,1146,3010,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 18,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.13873945,7.416942392,0.172487032,102,64.57725732,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-81 ,88.79,1146,3033,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 19,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.95634743,7.111790536,0.171489985,82,63.88913866,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-5 ,88.78,1146,2994,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 20,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.17527094,13.81470795,0.171925355,471,65.00071464,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-14 ,88.7,1154,2962,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 21,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.79748557,6.994484175,0.172577984,75,62.56583441,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-58 ,88.69,1169,2915,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 22,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.10979574,7.204516988,0.171296208,78,59.01937853,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-89 ,88.68,1154,2923,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 23,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.59582053,7.271095586,0.18177739,80,58.29009059,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-92 ,88.66,1154,3002,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 24,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.5838448,7.255147411,0.171779256,79,61.6130553,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-64 ,88.61,1146,3088,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 25,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.65304146,7.346080623,0.172015662,80,61.93064827,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-32 ,88.61,1162,2978,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 26,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.67268393,7.594385119,0.171453582,93,62.24824122,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-59 ,88.57,1185,2931,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 27,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.32984883,6.964671935,0.172092184,88,60.02508998,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-47 ,88.54,1185,2923,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 28,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.33214009,6.668337683,0.172282281,84,59.9721575,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-21 ,88.51,1169,2884,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 29,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.30199296,12.95429792,0.182027605,388,62.08944495,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-22 ,88.47,1169,2939,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 30,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.94570073,11.49771558,0.181702266,331,60.23975909,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-71 ,88.45,1177,3002,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 32,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.28102032,12.90144633,0.182424221,392,61.83948742,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-20 ,88.42,1185,2962,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 33,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.02841401,8.882978246,0.182318824,177,60.48971668,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-70 ,88.42,1177,2970,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 34,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.01592422,9.729006357,0.181661944,194,60.63969138,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-43 ,88.39,1177,2939,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 35,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.85967178,8.556825711,0.181630734,157,59.7898359,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-8 ,88.38,1216,2868,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 36,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.4668425,10.68678274,0.192463386,243,59.57934513,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-82 ,88.37,1185,2962,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 37,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.88654517,8.136051369,0.181473265,126,59.98980164,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-28 ,88.35,1193,2860,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 38,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.00086946,7.67233884,0.181713288,116,60.53970836,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-2 ,88.33,1185,2962,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 39,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.34469836,7.691601941,0.181691384,103,62.43938546,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-34 ,88.33,1185,2994,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 40,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.32151159,8.14817751,0.182195274,125,62.13943612,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-54 ,88.32,1185,2915,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 41,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.24989835,7.476892125,0.182363223,91,61.68951264,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-13 ,88.31,1193,2860,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 44,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.13391431,7.429936638,0.181957632,82,61.18959775,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-3 ,88.28,1200,3002,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 45,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.08626454,11.1762227,0.182221022,282,60.83965735,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-26 ,88.27,1193,2947,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 46,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.61957221,7.658870028,0.171768853,112,61.82478386,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-37 ,88.27,1208,2884,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 47,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.56923055,7.566672792,0.182573874,109,57.89015875,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-12 ,88.27,1193,2900,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 48,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.46996466,6.932724784,0.171552142,78,61.03080112,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-38 ,88.23,1224,2923,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 49,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.72511385,7.490962591,0.181966703,97,58.93998008,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-39 ,88.19,1231,2837,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 50,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.74838436,9.893266725,0.171793191,188,62.56583452,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-16 ,88.18,1216,2821,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 51,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.58598415,7.640668699,0.171813979,100,61.61305507,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-53 ,88.17,1216,2962,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 52,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.84283269,11.55138482,0.183032506,342,59.23992916,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-88 ,88.14,1216,2907,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 53,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.81435717,12.13918499,0.1817848,364,59.48988678,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-85 ,88.14,1231,2970,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 54,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.71698462,7.014661507,0.181674687,78,58.98997156,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-78 ,88.14,1224,2931,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 55,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.12207953,7.033797,0.182960038,82,60.78966561,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-6 ,88.09,1231,2892,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 56,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.62233209,7.109013469,0.181764549,81,58.44006517,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-29 ,88.04,1231,2845,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 57,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.80188752,7.440748036,0.181727903,92,59.43989526,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-19 ,88.04,1231,2884,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 59,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.6553925,7.18145863,0.171467411,86,62.14237701,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-86 ,88.03,1231,2727,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 61,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.6579409,7.424099556,0.17194781,113,61.98358037,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-10 ,88.01,1231,2868,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 62,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.88643789,8.772890089,0.181926292,148,59.83982727,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-56 ,87.99,1231,2923,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 63,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.62694297,6.988600334,0.172182907,91,61.71891946,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-95 ,87.99,1255,2845,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 64,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.43895128,10.84488954,0.171341192,253,60.92493672,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-40 ,87.99,1239,2868,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 65,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.7533089,10.13890981,0.172017432,232,62.51290218,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-77 ,87.95,1247,2797,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 66,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.49072639,8.733602826,0.172640986,160,60.76614038,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-75 ,87.92,1239,2019,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 67,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.35898738,8.905273714,0.172425573,133,60.07802207,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-45 ,87.91,1239,2845,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 68,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.65676805,10.22194365,0.172223035,240,61.87771601,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-24 ,87.79,1262,2907,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 69,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.15283816,7.116406139,0.182471952,87,55.64054118,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-42 ,87.79,1278,2837,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 70,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.46257399,8.087511619,0.171431044,118,61.03080134,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-90 ,87.71,1255,3002,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 71,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.49223066,8.240685999,0.181557341,123,57.79017583,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-44 ,87.7,1231,2727,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 72,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.35181747,7.272047254,0.171701116,80,60.28975065,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-72 ,87.66,1293,2758,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 73,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.493232,7.158919022,0.172381903,82,60.87200464,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-62 ,87.64,1270,2837,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 74,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.39778593,7.302716804,0.1717098,78,60.55441175,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-25 ,87.62,1270,2782,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 75,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.58233301,7.309539444,0.182485035,72,57.99014155,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-51 ,87.56,1270,2845,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 76,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.3583274,9.761136566,0.192787521,215,58.91629988,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-1 ,87.48,1293,2483,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 81,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.96769663,7.772903643,0.17295728,130,63.41274926,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-74 ,87.38,1301,2459,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 82,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.91879125,7.219507514,0.182772342,84,59.73984428,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-84 ,87.38,1286,2907,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 83,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.22207196,7.827382418,0.182503735,133,61.48954683,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-76 ,87.36,1317,2664,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 85,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.14626414,8.644348802,0.162717154,210,68.5008548,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-91 ,87.36,1286,2664,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 91,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.16962288,8.430192822,0.192054753,149,58.15853399,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-60 ,87.36,1301,2522,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 93,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.63138842,7.202088449,0.18207527,101,58.39007362,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-7 ,87.26,1332,2373,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 94,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.06581954,8.556490854,0.171938942,184,58.54298871,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-27 ,87.2,1309,2750,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 95,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.48154076,8.315756397,0.17218984,171,60.87200476,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-80 ,87.18,1332,2735,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 96,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,9.862727439,8.374959183,0.172365988,165,57.21968443,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-9 ,87.17,1293,2711,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 97,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.85878709,15.82047724,0.202437329,582,58.58004128,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-36 ,87.11,1340,2758,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 98,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.16402298,8.883597702,0.182748296,158,61.08961465,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-93 ,87.08,1332,2687,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 100,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.90854082,7.798912177,0.181839921,137,59.9898018,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-63 ,87.05,1332,2530,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 101,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.18664208,8.320555952,0.172289222,158,59.12524279,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-96 ,87.02,1309,2790,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 102,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.71973145,8.104385656,0.182805691,154,58.64003134,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-17 ,87.01,1309,2876,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 8,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.03515821,6.94123556,0.170768458,106,58.76470589,,,,,,,,
